,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1,241.563114,1.765998,,0.031411,5.366491000000001,,,0.19355799999999998,9.669047,2.6226979999999998,0.89365,8.990136999999999,7.755609
2,198.227373,1.7763630000000001,1.361389,0.761303,,10.484468,3.563069,0.011895000000000001,8.639422,8.343507,0.978851,9.139275,6.104601000000001
3,216.34488599999997,,1.6606020000000001,0.349677,3.4430690000000004,15.217139999999999,3.352647,0.058477999999999995,,,1.426715,9.024671000000001,8.548405
4,300.02336,1.7751240000000001,1.243572,0.458525,4.826173000000001,14.434667000000001,3.650156,0.310368,3.788514,2.603179,0.765714,9.111226,14.122465
5,126.77839399999999,1.77893,,0.58108,6.28874,3.822806,3.3348169999999997,0.766095,,3.5436360000000002,0.395943,9.022079,7.664536
6,298.252291,1.78833,1.440445,0.754207,6.317545,10.464319999999999,3.4903230000000005,0.067887,11.820922999999999,7.903397999999999,1.010267,9.054161,4.881113
7,376.097382,1.768097,1.4353850000000001,0.35785,10.585138,8.783064999999999,3.7763489999999997,0.19784000000000002,,3.160792,0.8239190000000001,8.974808,
8,411.52814900000004,1.778313,1.6031799999999998,0.33671799999999996,4.176297,18.884884,3.324703,0.30457,12.510850999999999,1.333287,0.718268,8.926797,6.784911999999999
9,270.36289,1.771022,,0.268869,9.119562,7.664682000000001,3.646071,0.505554,10.50768,6.711860000000001,1.12148,8.923246,4.508128
10,198.682707,1.7828849999999998,1.691022,1.7071330000000002,5.635045,2.089065,3.356535,,,3.189797,,9.061202999999999,9.532256
11,231.277354,1.771941,1.402801,0.576377,6.990657000000001,4.925768,3.503949,0.736791,,2.2893830000000004,2.0143009999999997,8.933764,12.403714
12,176.396873,1.7883950000000002,1.091617,1.9503549999999998,6.236484,5.604578,3.4792019999999995,0.299688,8.718454,2.900609,1.1663629999999998,8.908142999999999,
13,384.893914,1.781077,1.322946,0.192918,10.595939,14.046991,3.5302839999999995,0.078572,9.366492,5.978104,0.739402,9.061247,10.178539
14,220.76623199999997,1.782055,0.9750280000000001,0.9161370000000001,6.52442,,3.683657,0.660714,8.928656,4.530387,1.2137850000000001,8.857611,10.268511
15,303.14004700000004,1.770504,1.0929950000000002,1.3212540000000002,7.87374,19.535459,3.381539,0.349508,8.671278,4.435325,,9.038261,3.237669
16,220.403972,,,,5.228436,13.809988,3.44898,,5.592337000000001,2.772919,0.220007,8.969672000000001,10.301598
17,256.281945,1.775294,1.375161,0.6613100000000001,5.60303,9.392551,,0.750308,12.585471,5.178948,,8.951138,6.983332000000001
18,193.707052,,1.2349219999999999,1.2245110000000001,1.496577,5.295449,,0.061765999999999995,9.918714,4.542098,0.24433000000000002,9.020567999999999,9.326493
19,154.306499,1.772388,1.4264700000000001,0.008362,7.805899,1.8970080000000002,3.313045,0.48449200000000003,5.489967,0.8860180000000001,0.6223310000000001,9.071303,8.045552
20,114.779971,,0.740114,0.926918,6.358466,,3.411985,0.55924,1.000682,2.177738,1.139413,9.05664,5.337161
21,267.664742,,1.6565590000000001,0.41222600000000004,5.676848000000001,8.961053,3.5221080000000002,0.5017560000000001,10.609285,4.937619000000001,0.186224,8.939557,7.787684
22,111.042093,1.7765220000000002,1.076519,0.267098,6.141987,1.1065049999999998,3.326235,0.7611600000000001,0.927542,7.853035,0.401,9.037342,7.526901
23,156.315287,1.7803639999999998,1.787233,,4.968008,11.628791,3.74724,0.13869700000000001,2.788817,0.562789,0.743688,8.948298,
24,204.10949499999998,1.779352,1.231871,0.292006,3.043483,8.119597,3.536492,0.686082,10.046263,3.90085,0.45674,8.978928,2.979851
25,219.10313100000002,1.7774880000000002,1.358494,0.326714,3.39054,0.866079,3.731065,0.06539199999999999,9.249496,5.051526,0.027582,8.855203,12.079099000000001
26,186.465329,1.785759,0.866974,,3.53895,1.047675,3.681258,0.528039,10.374195,1.5884969999999998,1.402616,8.986047,8.616094
27,365.201314,,1.6436950000000001,,,9.269441,3.603157,0.27555799999999997,12.806704,4.012748,0.062087,9.014781,10.64645
28,299.618281,1.774248,1.47653,0.901568,,1.654584,,0.269268,11.758923,9.112717,0.6308560000000001,9.138191,5.940076
29,291.931443,1.77407,,1.0561770000000001,6.82459,6.050934,3.43036,0.07370299999999999,12.578501,3.6519489999999997,1.35333,9.017896,7.711291
30,196.745461,1.775775,1.0035129999999999,0.47127299999999994,4.652103,0.48666800000000005,3.483203,0.141432,9.080491,9.344076,0.888501,9.120455999999999,4.368999
31,280.52526,,,0.000407,3.1636580000000003,10.777863,3.4405040000000002,0.46655699999999994,10.705035,6.065442,0.7543270000000001,8.906668,8.864587
32,337.17242200000004,1.768661,1.487235,0.379573,6.143968,8.142445,3.7084589999999995,0.596438,13.35404,6.1210510000000005,0.6993729999999999,8.999129,8.808183999999999
33,196.647301,1.771177,0.9874569999999999,,5.369822,7.491183,3.419482,0.788856,,,1.604671,9.192432,
34,391.909013,1.7730080000000001,1.300952,0.5304800000000001,,7.090163,3.492136,0.599194,14.466292000000001,5.1707,1.660021,8.984816,11.136336
35,450.720493,1.782641,1.388407,0.42101700000000003,5.587854,9.744226,3.5738510000000003,0.22873800000000002,6.290607,4.427985,0.128606,9.061086,17.888414
36,127.157176,,,1.575602,6.111249,3.3191839999999995,3.4777970000000002,0.012981,3.918346,5.227575,0.29334699999999997,9.003442999999999,5.828035
37,257.261816,,1.825072,0.46884,4.811986,11.805871,3.640915,0.29438000000000003,9.533836,,0.306103,9.178948,7.063496000000001
38,148.817655,1.765781,1.4587219999999999,0.269407,7.477734,5.899187,3.5413349999999997,0.088229,6.933566000000001,,0.524242,8.961812,
39,235.36262200000002,1.759093,1.284864,1.642455,,12.267157000000001,3.578903,0.086899,4.089904,,2.17747,9.161482000000001,7.0093630000000005
40,169.198266,1.768593,1.252895,0.32235,3.665374,13.015038,3.685658,0.30083699999999997,,5.606807,0.363906,8.868812,8.44703
41,468.259628,1.7729259999999998,1.173422,0.9008200000000001,12.497765,,3.568949,0.727366,11.626752,9.420336,1.992691,9.179633,4.4623610000000005
42,216.30121200000002,1.763075,1.200884,0.309404,9.462155000000001,7.295675999999999,3.678089,0.032138,6.775192,6.385383,1.175728,,7.720047
43,277.577634,1.7802040000000001,1.530742,1.23401,,7.669756,3.424544,0.659041,12.594683,1.691079,1.0165520000000001,9.018844999999999,5.420503
44,188.341922,1.7811990000000002,1.6588319999999999,0.367683,7.121283999999999,2.2858389999999997,3.52631,0.24289000000000002,6.740335000000001,4.203951,0.823961,9.046419,10.598327000000001
45,140.883235,1.776303,1.152951,0.49617,3.5600129999999996,1.6565349999999999,3.7090650000000003,,9.223714,1.324008,,8.930183999999999,4.377714
46,151.650436,1.795509,1.160665,0.771319,7.231228999999999,8.525684,3.468336,0.597076,5.5377019999999995,4.074115,0.433087,,3.2864480000000005
47,466.16361500000005,1.7740580000000001,1.597092,1.152073,8.305017999999999,6.632121000000001,3.5289629999999996,0.81261,,4.702728,1.338278,8.997705,9.997323
48,158.803227,1.7863790000000002,1.082035,1.2005549999999998,7.804976,3.381123,3.4650410000000003,0.325777,2.108825,7.622269,0.276681,9.001177,
49,490.086136,1.774721,0.996707,0.641145,11.558233999999999,19.513468,3.490762,0.094055,8.343485000000001,6.349924,0.15626800000000002,9.023411999999999,8.955248
50,498.067484,1.7711689999999998,1.197101,0.127208,11.372556,17.866789999999998,3.614522,0.12123800000000001,8.962846,6.64037,1.176865,9.063704,12.300664999999999
51,232.56101600000002,1.775443,1.485967,0.763562,5.819069,10.700617999999999,3.643094,0.452696,10.006036,,0.46258299999999997,9.008901,7.200838
52,238.408643,1.78122,,0.039934,9.769160000000001,3.1221810000000003,3.3371169999999997,0.096861,4.217059,6.08132,0.168954,9.099973,10.226625
53,89.635514,1.777828,1.3383,0.090406,4.282733,2.55678,,0.93691,0.155817,2.570879,0.415508,9.046323,6.382555
54,178.92845,1.773581,1.2272299999999998,0.402466,3.806541,7.789671,3.840126,0.061741,8.865789999999999,5.783098000000001,0.803751,9.01412,7.647433
55,257.669072,1.763068,1.8785610000000001,0.734793,6.221975,9.133683,3.605843,0.734992,7.632971,0.615104,0.7115819999999999,8.903977000000001,12.253266
56,347.12265299999996,1.776066,1.390995,1.042147,9.264296,3.7959949999999996,3.480039,0.27114299999999997,,2.4840430000000002,1.024101,8.909913000000001,11.048816
57,184.439413,1.775082,1.395494,0.197402,8.705084,0.9403959999999999,,0.604194,6.832101,,1.2546620000000002,9.114466,7.008836
58,230.115937,1.762561,1.501285,0.706125,6.654274000000001,11.232526,3.5723620000000005,0.447183,8.949194,3.6613949999999997,0.60925,9.073535000000001,4.393982
59,354.13174399999997,1.778023,,0.9002959999999999,4.3937919999999995,2.880534,3.3589860000000002,0.200215,15.643973999999998,2.07891,0.899653,9.050661,0.6977270000000001
60,271.27088,1.769363,1.710502,0.354797,5.859523,13.352908,,0.751969,10.878072,1.6635659999999999,1.274499,9.154368,6.883926
61,180.337983,1.782129,1.2225,0.599162,4.941761,9.466545,3.6660739999999996,0.328119,9.454928,4.091092,0.476174,,3.33889
62,255.42637599999998,1.7698619999999998,1.080415,0.45385299999999995,9.549964,10.568063,3.350083,0.5743010000000001,8.4782,,1.2005350000000001,9.101195,7.763007000000001
63,225.841525,1.769753,1.737149,0.254709,5.081983,,3.429818,0.6789609999999999,5.845031,6.532033,1.213483,8.98601,
64,255.11082599999997,1.759157,1.0021200000000001,0.866993,5.95619,18.633469,3.619008,0.376137,4.91785,,0.077827,9.06255,4.463401
65,232.20377000000002,1.7694919999999998,1.53671,0.14255,3.7938970000000003,10.978664,3.540661,0.458901,10.202549000000001,8.044199,0.132183,9.029434,5.980797
66,431.27076600000004,1.7840209999999999,1.144457,0.97785,7.736723,9.917596000000001,3.608979,0.274049,,4.577267,0.626984,8.939769,9.345838
67,256.572884,,0.992617,0.65778,,9.045296,3.118757,0.290485,8.867874,6.806332,,9.021798,5.032369
68,283.588275,1.7784419999999999,0.852258,0.823995,7.198032,14.822602999999999,3.6341099999999997,0.309096,6.062238,6.42092,0.6916760000000001,9.072047999999999,10.90752
69,428.20384900000005,1.773907,1.346224,0.248309,4.374112,16.817517000000002,3.543743,0.512065,14.002917000000002,2.813525,0.23304699999999998,9.042739,8.702007
70,161.894466,,1.675874,0.593302,5.766097,6.460618,3.5515269999999997,0.015513999999999998,4.470951,,0.371033,,9.428642
71,640.081603,1.7816900000000002,1.348301,0.7812100000000001,4.833844999999999,,3.402393,0.12383800000000002,18.019769,3.02772,1.313033,8.875796000000001,10.511194
